news,label,value
video shows man upset because he was added to the nofly list for storming the capitol,false,0
map shows 2020 election results,false,0
small business confidence is at an alltime high,true,1
puerto rico mayor facing fraud charges over $3m in federal disaster relief,false,0
i am now the no 2 member of this house in terms of length of service,true,1
if you know someones name and date of birth you can change their votes on oregons voting website,pants-fire,0
as a former federal prosecutor i prosecuted over 4000 cases,true,1
more than 260000 americans are employed by the domestic solar industry â three times as many workers as employed by the entire coal mining industry,mostly-true,1
san juan teamsters didnt show up for work to distribute relief supplies because they went on strike,pants-fire,0
were making medicare stronger were making social security stronger,false,0
says the senate intelligence committee has held 10 public hearings this year more than double that held by the committee in any recent year,true,1
between austin san antonio houston and dallas over 8000 samesex couples are raising children,half-true,1
the united states is the only developed country in the world without paid maternity leave,mostly-true,1
says president barack obama built this $16 trillion debt,false,0
barbara boxer voted to cut spending on medicare benefits by $500 billion cuts so costly to hospitals and nursing homes that they could stop taking medicare altogether,barely-true,0
voting for any democrat gets you socialism  undefended open borders  immediate tax increases  100 percentgovernmentrun health care ,pants-fire,0
migrants in the guatemalan caravan stand on and then urinate on us flag before throwing it in the trash can,pants-fire,0
says mike gallaghers plan would cut social security benefits for twothirds of seniors,half-true,1
if youre from syria and youre a christian you cannot come into this country as a refugee,false,0
